city,courier_id,time_bucket,avg_transit_time_hours,delivery_count,is_bottom_10pct
Chongqing,266,Peak,3.6418491484184914,274,False
Chongqing,268,Non-Peak,1.8890243902439026,82,False
Chongqing,268,Peak,2.5602836879432624,94,False
Chongqing,270,Peak,10.380208333333334,16,False
Chongqing,273,Non-Peak,2.8183434959349594,328,False
Chongqing,273,Peak,4.2634920634920634,147,False
Chongqing,275,Non-Peak,7.593986254295532,97,False
Chongqing,275,Peak,11.23716196982636,1171,False
Chongqing,279,Non-Peak,2.938046647230321,686,False
Chongqing,279,Peak,4.279927884615384,416,False
Chongqing,284,Non-Peak,16.188095238095237,42,True
Chongqing,284,Peak,27.9,1,True
Chongqing,285,Non-Peak,2.2696969696969695,473,False
Chongqing,285,Peak,2.975287356321839,116,False
Chongqing,295,Non-Peak,24.7183192261185,1654,True
Chongqing,295,Peak,18.68248407643312,157,True
Chongqing,297,Non-Peak,4.063727524204702,1446,False
Chongqing,297,Peak,5.528190476190476,700,False
Chongqing,303,Non-Peak,2.551033591731266,387,False
Chongqing,303,Peak,3.898021582733813,278,False
Chongqing,305,Peak,3.4291666666666667,4,False
Chongqing,306,Non-Peak,1.571212121212121,22,False
Chongqing,306,Peak,2.143627450980392,34,False
Chongqing,308,Non-Peak,11.417555555555557,225,False
Chongqing,308,Peak,16.377083333333335,16,False
Chongqing,310,Non-Peak,3.1326576576576577,74,False
Chongqing,310,Peak,5.120652173913044,184,False
Chongqing,311,Non-Peak,29.266666666666666,6,True
Chongqing,311,Peak,37.394113149847094,218,True
Chongqing,312,Non-Peak,4.234128440366972,545,False
Chongqing,312,Peak,4.352406902815622,367,False
Chongqing,316,Non-Peak,6.754166666666666,12,False
Chongqing,316,Peak,3.8055555555555554,6,False
Chongqing,317,Non-Peak,3.157211961301671,379,False
Chongqing,317,Peak,3.4698412698412695,84,False
Chongqing,319,Non-Peak,8.036437908496731,102,False
Chongqing,319,Peak,5.964616402116402,1008,False
Chongqing,322,Non-Peak,4.161666666666667,10,False
Chongqing,322,Peak,6.185906862745098,544,False
Chongqing,334,Non-Peak,2.2006561679790027,127,False
Chongqing,334,Peak,2.4146464646464647,66,False
Chongqing,338,Non-Peak,0.016666666666666666,1,False
Chongqing,343,Non-Peak,2.3864123159303885,747,False
Chongqing,343,Peak,4.45440251572327,477,False
Chongqing,349,Non-Peak,3.6154320987654325,27,False
Chongqing,349,Peak,2.275,2,False
Chongqing,353,Non-Peak,4.320707070707071,33,False
Chongqing,353,Peak,7.8,1,False
Chongqing,356,Non-Peak,3.5694444444444446,6,False
Chongqing,356,Peak,6.007364341085271,301,False
Chongqing,359,Non-Peak,1.8413333333333333,75,False
Chongqing,359,Peak,1.9559895833333334,64,False
Chongqing,372,Non-Peak,4.583633633633634,111,False
Chongqing,372,Peak,0.23333333333333334,1,False
Chongqing,375,Non-Peak,17.468115942028984,46,True
Chongqing,375,Peak,14.6125,20,False
Chongqing,377,Non-Peak,28.314999999999998,20,True
Chongqing,377,Peak,1.3777777777777775,12,False
Chongqing,387,Non-Peak,11.071468926553672,59,False
Chongqing,387,Peak,9.964186046511628,215,False
Chongqing,389,Non-Peak,3.0878654970760233,114,False
Chongqing,389,Peak,4.925118483412322,211,False
Chongqing,390,Non-Peak,3.1557742782152234,127,False
Chongqing,390,Peak,6.9080419580419585,143,False
Chongqing,391,Non-Peak,0.016666666666666666,1,False
Chongqing,397,Non-Peak,28.945408163265306,98,True
Chongqing,397,Peak,35.54246031746032,42,True
Chongqing,403,Peak,2.904166666666667,4,False
Chongqing,405,Non-Peak,5.994027517198249,533,False
Chongqing,405,Peak,4.922936507936508,210,False
Chongqing,411,Non-Peak,2.171484480431849,2470,False
Chongqing,411,Peak,3.0861637704054767,1266,False
Chongqing,412,Non-Peak,11.610185185185186,90,False
Chongqing,412,Peak,15.309833333333334,100,False
Chongqing,415,Non-Peak,1.5499999999999998,9,False
Chongqing,419,Non-Peak,46.98148148148148,27,True
Chongqing,419,Peak,38.77045454545455,220,True
Chongqing,428,Non-Peak,1.791123188405797,92,False
Chongqing,428,Peak,4.073441734417345,123,False
Chongqing,429,Non-Peak,108.68245614035088,19,True
Chongqing,431,Non-Peak,2.8965008090614885,824,False
Chongqing,431,Peak,4.585880503144654,530,False
Chongqing,433,Non-Peak,2.0871794871794873,91,False
Chongqing,433,Peak,2.022560975609756,82,False
Chongqing,437,Non-Peak,46.708333333333336,10,True
Chongqing,437,Peak,4.033333333333333,2,False
Chongqing,440,Non-Peak,2.5715827338129498,139,False
Chongqing,440,Peak,3.8864238410596026,151,False
Chongqing,444,Non-Peak,3.218440594059406,404,False
Chongqing,444,Peak,4.938943462126173,1527,False
Chongqing,445,Non-Peak,1.404092140921409,615,False
Chongqing,445,Peak,2.892717497556207,341,False
Chongqing,446,Non-Peak,66.95128205128205,13,True
Chongqing,446,Peak,58.72239057239057,99,True
Chongqing,450,Peak,13.68888888888889,6,False
Chongqing,452,Non-Peak,0.0,1,False
Chongqing,454,Non-Peak,3.208759764068229,2091,False
Chongqing,454,Peak,4.263142292490119,506,False
Chongqing,457,Non-Peak,1.8434782608695652,23,False
Chongqing,457,Peak,3.015277777777778,24,False
Chongqing,460,Peak,0.016666666666666666,1,False
Chongqing,464,Non-Peak,56.08636363636363,11,True
Chongqing,464,Peak,16.32829457364341,43,False
Chongqing,479,Non-Peak,13.021341463414634,820,False
Chongqing,479,Peak,7.84920634920635,231,False
Chongqing,485,Non-Peak,1.9398340248962656,241,False
Chongqing,485,Peak,3.4565925925925924,225,False
Chongqing,486,Non-Peak,-3.9892110762800415,638,False
Chongqing,486,Peak,5.08063670411985,445,False
Chongqing,488,Non-Peak,2.601801801801802,148,False
Chongqing,488,Peak,4.038415545590434,223,False
Chongqing,496,Non-Peak,2.9849887133182844,443,False
Chongqing,496,Peak,4.155598290598291,390,False
Chongqing,497,Non-Peak,3.215897435897436,130,False
Chongqing,497,Peak,4.6902234636871505,179,False
Chongqing,499,Non-Peak,2.776190476190476,49,False
Chongqing,499,Peak,8.517844974446337,1174,False
Chongqing,500,Non-Peak,3.845238095238095,7,False
Chongqing,500,Peak,4.868894601542417,389,False
Chongqing,502,Non-Peak,4.826851851851852,18,False
Chongqing,502,Peak,2.675,4,False
Chongqing,504,Non-Peak,5.806397306397307,99,False
Chongqing,504,Peak,9.410312707917498,501,False
Chongqing,505,Non-Peak,20.276296296296298,45,True
Chongqing,505,Peak,27.872222222222224,12,True
Chongqing,509,Non-Peak,1.987037037037037,9,False
Chongqing,511,Non-Peak,70.5,1,True
Chongqing,511,Peak,47.69435028248588,118,True
Chongqing,514,Non-Peak,6.06462962962963,90,False
Chongqing,514,Peak,7.159081590815908,813,False
Chongqing,517,Peak,5.044242424242424,55,False
Chongqing,518,Non-Peak,3.0821794871794874,130,False
Chongqing,518,Peak,4.3426638176638175,234,False
Chongqing,519,Peak,1.0333333333333334,1,False
Chongqing,522,Non-Peak,2.0572916666666665,32,False
Chongqing,522,Peak,2.558333333333333,10,False
Chongqing,523,Non-Peak,4.416688741721854,1510,False
Chongqing,523,Peak,4.9667761717038985,761,False
Chongqing,525,Non-Peak,3.891194331983806,988,False
Chongqing,525,Peak,3.639829853054911,431,False
Chongqing,526,Non-Peak,2.0302083333333334,16,False
Chongqing,526,Peak,3.7645833333333334,8,False
Chongqing,529,Non-Peak,1.4333333333333333,2,False
Chongqing,529,Peak,3.8,1,False
Chongqing,530,Non-Peak,2.1711981566820278,434,False
Chongqing,530,Peak,3.4545055821371613,418,False
Chongqing,531,Non-Peak,2.909686727122836,1213,False
Chongqing,531,Peak,3.871717171717172,495,False
Chongqing,532,Non-Peak,2.654516129032258,155,False
Chongqing,532,Peak,3.6575980392156864,136,False
Chongqing,536,Non-Peak,5.689147286821705,172,False
Chongqing,536,Peak,10.608928571428573,28,False
Chongqing,539,Non-Peak,28.750462962962963,72,True
Chongqing,539,Peak,26.118333333333332,10,True
Chongqing,543,Non-Peak,3.130441712204007,2196,False
Chongqing,543,Peak,3.5381672752564772,1917,False
Chongqing,545,Non-Peak,3.852777777777778,12,False
Chongqing,545,Peak,0.8083333333333333,4,False
Chongqing,549,Non-Peak,2.9922360248447206,483,False
Chongqing,549,Peak,5.606198960653304,449,False
Chongqing,552,Non-Peak,13.904758269720102,655,False
Chongqing,552,Peak,10.16045197740113,177,False
Chongqing,555,Peak,2.816666666666667,1,False
Chongqing,556,Non-Peak,2.155421686746988,83,False
Chongqing,556,Peak,3.5471794871794873,65,False
Chongqing,557,Non-Peak,18.233333333333334,2,True
Chongqing,559,Non-Peak,2.591111111111111,60,False
Chongqing,559,Peak,3.4381720430107525,93,False
Chongqing,561,Non-Peak,3.4810226155358897,339,False
Chongqing,561,Peak,3.637908496732026,306,False
Chongqing,562,Non-Peak,0.016666666666666666,1,False
Chongqing,562,Peak,0.041666666666666664,2,False
Chongqing,564,Peak,3.203333333333333,5,False
Chongqing,572,Peak,7.023333333333333,5,False
Chongqing,587,Non-Peak,2.2914490651192776,2068,False
Chongqing,587,Peak,3.128695436507936,672,False
Chongqing,592,Non-Peak,2.7500644923530495,1809,False
Chongqing,592,Peak,5.074492872807017,1216,False
Chongqing,595,Non-Peak,2.908333333333333,2,False
Chongqing,595,Peak,2.8000000000000003,14,False
Chongqing,605,Non-Peak,41.973684210526315,19,True
Chongqing,605,Peak,23.08888888888889,24,True
Chongqing,614,Non-Peak,3.407524846190251,2113,False
Chongqing,614,Peak,3.9401525658807213,721,False
Chongqing,617,Non-Peak,1.729710144927536,46,False
Chongqing,617,Peak,1.9805555555555554,12,False
Chongqing,620,Non-Peak,19.461529680365295,146,True
Chongqing,620,Peak,10.341201943388254,1578,False
Chongqing,621,Peak,2.790277777777778,12,False
Chongqing,634,Non-Peak,1.8059139784946237,31,False
Chongqing,634,Peak,3.2850187265917605,178,False
Chongqing,637,Peak,2023.65,2,True
Chongqing,643,Non-Peak,9.492708333333333,16,False
Chongqing,643,Peak,12.82521877486078,419,False
Chongqing,648,Non-Peak,2.8916666666666666,20,False
Chongqing,648,Peak,3.6947916666666667,32,False
Chongqing,650,Non-Peak,5.963572251007484,2316,False
Chongqing,650,Peak,5.088674991328477,961,False
Chongqing,660,Non-Peak,3.2847976408379096,3278,False
Chongqing,660,Peak,4.06690569317688,1534,False
Chongqing,664,Non-Peak,2.5143939393939396,22,False
Chongqing,664,Peak,3.755555555555555,12,False
Chongqing,666,Non-Peak,9.008333333333333,4,False
Chongqing,666,Peak,23.944540229885057,232,True
Chongqing,670,Non-Peak,1.5531007751937984,43,False
Chongqing,670,Peak,1.9552083333333334,16,False
Chongqing,682,Non-Peak,2.1901319974554707,2096,False
Chongqing,682,Peak,3.2425796425796425,858,False
Chongqing,687,Non-Peak,7.593244998700961,1283,False
Chongqing,687,Peak,6.171442786069652,335,False
Chongqing,688,Non-Peak,3.625,20,False
Chongqing,688,Peak,3.667741935483871,31,False
Chongqing,689,Non-Peak,0.55,1,False
Chongqing,689,Peak,9.836363636363636,22,False
Chongqing,690,Peak,58.08333333333333,2,True
Chongqing,691,Non-Peak,13.265196078431373,34,False
Chongqing,691,Peak,14.778947368421052,76,False
Chongqing,693,Non-Peak,4.331679608858211,2318,False
Chongqing,693,Peak,4.673614895549501,734,False
Chongqing,694,Non-Peak,3.1902979515828678,895,False
Chongqing,694,Peak,4.357142857142857,441,False
Chongqing,697,Non-Peak,3.1011187117001566,2339,False
Chongqing,697,Peak,3.706660583941606,1096,False
Chongqing,700,Non-Peak,1.8283333333333331,10,False
Chongqing,704,Non-Peak,2.65466082141209,2167,False
Chongqing,704,Peak,3.4257974062390466,951,False
Chongqing,708,Non-Peak,10.695532646048111,194,False
Chongqing,708,Peak,17.86134585289515,213,True
Chongqing,709,Non-Peak,14.017508771929824,475,False
Chongqing,709,Peak,22.581388152077803,377,True
Chongqing,712,Non-Peak,12.214855072463768,46,False
Chongqing,713,Non-Peak,3.4785666666666666,500,False
Chongqing,713,Peak,5.024172185430463,302,False
Chongqing,714,Peak,1.3055555555555556,6,False
Chongqing,717,Non-Peak,8.161111111111111,3,False
Chongqing,717,Peak,8.183333333333334,17,False
Chongqing,718,Non-Peak,3.0243589743589743,156,False
Chongqing,718,Peak,4.216296296296296,225,False
Chongqing,720,Non-Peak,2.307554945054945,728,False
Chongqing,720,Peak,2.961234817813765,494,False
Chongqing,722,Non-Peak,2.9946713870733475,1836,False
Chongqing,722,Peak,3.6323328452903856,683,False
Chongqing,723,Non-Peak,3.0382716049382714,108,False
Chongqing,723,Peak,3.4709667852906287,562,False
Chongqing,725,Peak,43.395833333333336,4,True
Chongqing,732,Peak,0.06666666666666667,1,False
Chongqing,736,Non-Peak,2.8870454545454542,440,False
Chongqing,736,Peak,3.975826972010178,393,False
Chongqing,743,Non-Peak,2.408602150537634,217,False
Chongqing,743,Peak,4.092689161554192,326,False
Chongqing,745,Non-Peak,10.209397387273492,791,False
Chongqing,745,Peak,8.330774032459425,267,False
Chongqing,747,Non-Peak,4.438063063063063,222,False
Chongqing,747,Peak,6.538419117647059,272,False
Chongqing,749,Non-Peak,2.4656862745098036,17,False
Chongqing,752,Peak,31.006342182890855,113,True
Chongqing,754,Non-Peak,4.31374269005848,57,False
Chongqing,754,Peak,4.079947916666667,64,False
Chongqing,757,Non-Peak,3.1132958801498125,89,False
Chongqing,757,Peak,3.6613333333333333,25,False
Chongqing,758,Non-Peak,11.236029411764704,68,False
Chongqing,758,Peak,4.0875,8,False
Chongqing,759,Non-Peak,1.0,6,False
Chongqing,761,Non-Peak,3.3607843137254902,51,False
Chongqing,761,Peak,7.604700854700854,78,False
Chongqing,764,Non-Peak,4.098570853462158,828,False
Chongqing,764,Peak,6.521786994367639,651,False
Chongqing,766,Peak,676.8333333333334,3,True
Chongqing,767,Non-Peak,4.058141762452108,174,False
Chongqing,767,Peak,5.371104536489152,169,False
Chongqing,768,Non-Peak,6.194887780548629,401,False
Chongqing,768,Peak,4.6050697084917624,263,False
Chongqing,770,Non-Peak,14.552770018621974,716,False
Chongqing,770,Peak,14.867635658914727,86,False
Chongqing,771,Non-Peak,3.785978835978836,252,False
Chongqing,771,Peak,5.972257653061225,784,False
Chongqing,773,Non-Peak,2.555610926541159,903,False
Chongqing,773,Peak,3.1005675954592364,323,False
Chongqing,778,Non-Peak,2.279223744292237,146,False
Chongqing,778,Peak,3.955592841163311,149,False
Chongqing,779,Non-Peak,3.477777777777778,12,False
Chongqing,779,Peak,13.15,3,False
Chongqing,784,Non-Peak,2.14625,120,False
Chongqing,784,Peak,3.0272435897435894,52,False
Chongqing,789,Non-Peak,1.8341463414634145,123,False
Chongqing,789,Peak,2.418103448275862,116,False
Chongqing,792,Non-Peak,5.765370370370371,270,False
Chongqing,792,Peak,2.62843137254902,34,False
Chongqing,795,Non-Peak,2.0185185185185186,9,False
Chongqing,795,Peak,3.0226190476190475,14,False
Chongqing,798,Non-Peak,8.083333333333334,1,False
Chongqing,798,Peak,7.002083333333333,8,False
Chongqing,799,Non-Peak,4.113224426293272,2571,False
Chongqing,799,Peak,3.6874149659863944,1078,False
Chongqing,805,Non-Peak,4.431756756756757,74,False
Chongqing,805,Peak,5.230952380952381,21,False
Chongqing,807,Non-Peak,23.5,18,True
Chongqing,807,Peak,0.016666666666666666,1,False
Chongqing,818,Non-Peak,18.4784653892629,1931,True
Chongqing,818,Peak,28.047791164658634,166,True
Chongqing,819,Non-Peak,3.411192214111922,137,False
Chongqing,819,Peak,3.1038690476190474,56,False
Chongqing,821,Non-Peak,2.538888888888889,15,False
Chongqing,821,Peak,5.944444444444444,3,False
Chongqing,828,Non-Peak,10.714583333333332,24,False
Chongqing,828,Peak,42.416666666666664,1,True
Chongqing,832,Non-Peak,1.1833333333333333,1,False
Chongqing,832,Peak,20.88125,8,True
Chongqing,842,Non-Peak,2.346875,16,False
Chongqing,843,Non-Peak,1.837179487179487,26,False
Chongqing,845,Non-Peak,7.983004926108374,203,False
Chongqing,845,Peak,7.725220458553792,189,False
Chongqing,847,Non-Peak,2.143438818565401,1580,False
Chongqing,847,Peak,3.080329289428076,577,False
Chongqing,853,Non-Peak,3.179988399071926,1724,False
Chongqing,853,Peak,4.429479418886198,826,False
Chongqing,869,Non-Peak,2.058531746031746,84,False
Chongqing,869,Peak,3.0987037037037037,90,False
Chongqing,877,Non-Peak,1.90625,24,False
Chongqing,877,Peak,3.000595238095238,28,False
Chongqing,879,Non-Peak,1.5263131313131313,330,False
Chongqing,879,Peak,3.469274376417234,147,False
Chongqing,883,Non-Peak,2.8776666666666664,100,False
Chongqing,883,Peak,4.204320987654321,162,False
Chongqing,884,Peak,5.161111111111111,9,False
Chongqing,886,Peak,96.38333333333333,3,True
Chongqing,888,Non-Peak,7.085593220338983,59,False
Chongqing,888,Peak,8.247685185185185,36,False
Chongqing,895,Non-Peak,0.1,1,False
Chongqing,895,Peak,9.18125,24,False
Chongqing,905,Non-Peak,4.66509009009009,444,False
Chongqing,905,Peak,8.387777777777778,75,False
Chongqing,908,Non-Peak,1.715576748410536,367,False
Chongqing,908,Peak,3.1368707482993194,245,False
Chongqing,909,Non-Peak,11.175462962962962,36,False
Chongqing,909,Peak,1.35,1,False
Chongqing,910,Non-Peak,36.63993055555556,48,True
Chongqing,910,Peak,45.279999999999994,10,True
Chongqing,912,Non-Peak,0.8222222222222223,3,False
Chongqing,920,Non-Peak,4.070173805090007,537,False
Chongqing,920,Peak,5.5600508905852415,131,False
Chongqing,923,Non-Peak,1.6318840579710143,23,False
Chongqing,923,Peak,1.25,3,False
Chongqing,924,Non-Peak,7.315079365079366,21,False
Chongqing,924,Peak,4.211538461538462,13,False
Chongqing,927,Non-Peak,2.321160220994475,905,False
Chongqing,927,Peak,3.1661321671525755,343,False
Chongqing,928,Non-Peak,3.4625,8,False
Chongqing,928,Peak,6.781345565749235,109,False
Chongqing,929,Non-Peak,28.450757575757574,66,True
Chongqing,929,Peak,2.55,1,False
Chongqing,930,Non-Peak,2.147222222222222,6,False
Chongqing,933,Non-Peak,8.047024893746205,549,False
Chongqing,933,Peak,8.095058912960852,877,False
Chongqing,936,Non-Peak,2.817418721973094,3568,False
Chongqing,936,Peak,2.9557442695388016,1207,False
Chongqing,941,Non-Peak,4.48270202020202,132,False
Chongqing,941,Peak,4.978872053872054,198,False
Chongqing,942,Non-Peak,2.198689727463312,318,False
Chongqing,942,Peak,3.2818644067796607,295,False
Chongqing,943,Peak,4.074242424242424,11,False
Chongqing,945,Non-Peak,1.9314285714285713,70,False
Chongqing,945,Peak,3.1052188552188555,99,False
Chongqing,947,Non-Peak,2.116722099039172,902,False
Chongqing,947,Peak,2.8664343786295006,287,False
Chongqing,963,Non-Peak,1.6642857142857144,7,False
Chongqing,963,Peak,0.025,2,False
Chongqing,964,Non-Peak,1.817283950617284,54,False
Chongqing,964,Peak,2.959090909090909,22,False
Chongqing,965,Non-Peak,66.33888888888889,15,True
Chongqing,965,Peak,4.3388888888888895,9,False
Chongqing,968,Peak,0.03333333333333333,1,False
Chongqing,970,Non-Peak,1.9444444444444446,6,False
Chongqing,970,Peak,9.287254901960784,17,False
Chongqing,975,Non-Peak,5.308527131782946,43,False
Chongqing,975,Peak,5.450854700854701,117,False
Chongqing,982,Non-Peak,15.386021505376343,31,True
Chongqing,982,Peak,1.7416666666666667,2,False
Chongqing,989,Non-Peak,3.0218181818181815,55,False
Chongqing,989,Peak,4.130158730158731,42,False
Chongqing,991,Non-Peak,20.42222222222222,6,True
Chongqing,991,Peak,12.31777777777778,15,False
Chongqing,992,Non-Peak,14.911904761904763,7,False
Chongqing,992,Peak,6.787037037037037,9,False
Chongqing,997,Non-Peak,5.4612572412713325,2129,False
Chongqing,997,Peak,4.933333333333334,1200,False
Chongqing,1007,Non-Peak,2.1133333333333333,5,False
Chongqing,1011,Non-Peak,1.6590909090909092,11,False
Chongqing,1011,Peak,2.954166666666667,12,False
Chongqing,1014,Non-Peak,3.4141805618146313,2219,False
Chongqing,1014,Peak,3.068987341772152,474,False
Chongqing,1015,Non-Peak,2.6974525043177895,386,False
Chongqing,1015,Peak,4.336099290780142,235,False
